future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,EURUSD=X_Close,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_5,log_return_10,log_return_20,log_return_gspc_1,log_return_gspc_5,log_return_gspc_10,log_return_gspc_20,target_1,target_5,target_10,target_20,minmax_^GSPC_Volume,minmax_TSLA_Volume,minmax_daily_variation,minmax_high_close_pressure,minmax_low_open_pressure,minmax_low_norm,minmax_close_norm,minmax_high_norm,minmax_open_norm
0.3819733587178317,0.9761085456067864,0.8678851127624512,0.3287471763112328,-0.14822197,0.701279354705052,0.2549727272727273,-0.050667842473075,0.2623053733349996,0.0894546457399021,-0.14494996693175,0.6869210630867996,0.2437844743089242,-0.1014724781860241,0.610681202446467,0.2366330273194746,-0.0323178716676453,0.2227697022968447,0.0905224851310253,2023-07-10,4409.52978515625,1.0969723463058472,276.4700012207031,277.5199890136719,265.1000061035156,269.6099853515625,0.1003640588672755,0.2619185234879913,0.2486139171933058,0.0936581052534082,0.6163038504818286,0.5898455039123881,0.6638343599875687,263.7532268029047,-0.0176353676086473,-0.0177197766264853,-0.0371701494734511,0.1119720224945384,0.0761957221198539,0.0024021386106269,-0.0103913934586135,0.0184731121462267,0.0161402446436387,0.000667494260587,0.0742140108643534,-0.002042022022878,-0.0697322655251042,0.2083588269008931,0.3247735839254688,0.2644928928703812,0.2217620669364844,0.7028934584336783,0.5743004858153737,0.4913068359254855,0.4562391818882949,0.547699875335298
0.3492202877998352,0.9738473057746888,0.8669863820075989,0.2872004322707653,-0.025945436,0.5849136617965996,0.20059,0.0246673599329706,0.2085375232237743,0.0525215291821956,-0.0242820196420293,0.5679106449179276,0.1946234119093418,-0.0062335165093722,0.5094602387575258,0.1798717587250471,-0.0057116228318835,0.1693093632337503,0.0551881343472748,2023-07-11,4439.259765625,1.100594401359558,268.6499938964844,270.8999938964844,266.3699951171875,269.7900085449219,0.0952421374463134,0.24608401239508,0.2276994936577335,0.0729286249163805,0.6172153305407911,0.630664483359191,0.6679680725190105,263.8972000492009,0.039813525900128,0.000667494260587,-0.036502655212864,0.0753433181744069,0.0419362000385552,0.0067195839982545,-0.0036718094603589,0.0138019626202989,0.0159512579159848,0.0081213547428973,0.0836884230674028,-0.0168580429216609,-0.0773837252029956,0.231891908885788,0.2257327857402608,0.0609394623934999,0.0313586177822939,0.9390345977316152,0.5840095614694878,0.4915359383648852,0.4039273365831881,0.4840891601678418
0.2846797791620095,0.9710224800639682,0.8290200630823771,0.2937934406929546,0.0529792,0.7323841602903687,0.5049222222222222,-0.0134509269060369,0.1793587715093123,0.111006710150217,0.056438690683286,0.713802223353365,0.4950373618576262,0.0942928355439774,0.6307665337518653,0.4475587328579691,0.0257582560706664,0.2137719718336175,0.1622502534079882,2023-07-12,4472.16015625,1.101406455039978,276.3299865722656,276.5199890136719,271.4599914550781,271.989990234375,0.0923048515844974,0.4217594252980923,0.3908727007179373,0.1339268271040907,0.6288196582895441,0.6698251252074914,0.7184842960618312,264.8070600102114,0.0278901224116972,0.0081213547428973,-0.0378425255026177,0.0596507978202645,0.057506601486386,0.0073839052353896,0.0056823538726433,0.021540007244079,0.0225160731712481,0.0214960497755418,0.0684511075734022,-0.028491259239697,-0.1160427128543482,0.2676921328261221,0.2390800061185733,0.0714528396379285,0.1267332144021052,0.8729286758253577,0.6198791212929873,0.5003605860443423,0.4400037135684902,0.5378012020062635
0.3450702577829361,0.9836246147751808,0.825411431491375,0.3585459869354963,0.312652,0.5210400951327756,0.3397875,0.1162673884237072,0.1703461118911778,0.1297671868931502,0.3109082256503617,0.5133740206993715,0.3340562707677483,0.2591490841722315,0.4458443371865994,0.2568921088024974,0.0915597607685139,0.1882307543875039,0.1503780030712485,2023-07-13,4510.0400390625,1.1144545078277588,274.5899963378906,279.45001220703125,270.6000061035156,277.8999938964844,0.1387935624026784,0.3861128390391605,0.3206285100537761,0.1433895060757554,0.6587487203122236,0.7081890139045158,0.8541904556018323,266.2668008254537,0.0830085241088267,0.0214960497755418,0.0049058079255868,0.0762415946816741,0.0824745954708969,0.0084344829896263,0.022070898038164,0.0255109221192153,0.0188459756672845,0.0124447715166917,-0.055487606265741,-0.0832172986671739,-0.1246163261075299,0.2579267865045719,0.3004439573316094,0.1724155580565023,0.0431281077969098,0.8953073880127008,0.5997287120156045,0.5308449614713002,0.4507666641597241,0.5119910877153806
0.2943493410412754,0.9677280544383188,0.8633129590749741,0.3028086814284324,0.2046878794,0.5484954407026192,0.3665400714285713,0.0454526017722141,0.1508976722722584,0.1114512576066851,0.2021503576026116,0.5356177027099503,0.3564256479522372,0.1670951602832851,0.4687569444537688,0.3359595916114364,0.0590254203700849,0.1703881651518997,0.0956521800163153,2023-07-14,4505.419921875,1.1223469972610474,277.010009765625,285.29998779296875,276.3099975585937,281.3800048828125,0.1026005105503859,0.3647312360882664,0.3239372321161634,0.1083552551794333,0.6753485282571152,0.6975432027114222,0.9118113717674184,269.3525770091993,0.1673096922649492,0.0124447715166917,0.0250098936692326,0.0722398726528972,0.076949653235772,-0.0010249321969073,0.0239151786369902,0.0122916396604217,0.021499419938129,0.0314843405686353,-0.078947577419993,-0.0545569995941157,-0.1480860356045097,0.2347008365114642,0.3260207483130631,0.1740387783739918,0.1092913918614543,0.982154073649934,0.6214877070421423,0.5326173862127996,0.4705320997231348,0.5060315025378148
0.3844090551137924,0.987388116121292,0.914377462863922,0.3571168333292007,0.108191274,0.6414294837974012,0.46111,0.0386612657590108,0.2373139294067302,0.1761585308238863,0.1075692001360532,0.6334059727001954,0.4557519275784492,0.0930304872316105,0.5835144505171839,0.4157031476044655,0.0451258027789996,0.2260293767352076,0.151165739416778,2023-07-17,4522.7900390625,1.1227755546569824,286.6300048828125,292.2300109863281,283.57000732421875,290.3800048828125,0.1507112419965424,0.3989090334715659,0.3640826951177533,0.1407736396436617,0.714084389805867,0.7148959183319781,0.9573141299376728,273.051703492868,0.1605451304546845,0.0314843405686353,0.0742140108643534,0.0370438613909023,0.1084339938044074,0.0038479695744211,0.0253610096007843,0.0149696161421708,0.0253473895125502,0.0101419064636365,-0.0762560328872314,-0.0823326044099186,-0.1915520267734791,0.2214953700456828,0.3685855994181583,0.157786578584887,0.0494245043567854,0.9231979029720389,0.6503846614352002,0.567230801851091,0.4930197693161815,0.5508868317042517
0.33056826558378,0.9636429879400464,0.8629444440205892,0.3132136977381176,-0.028024726,0.3840458492437998,0.1493777777777777,0.0108604637252656,0.1334553446104392,0.0594058587191833,-0.0218339595319918,0.3755597026644079,0.1475865208023124,-0.0109989327402569,0.3492496637677372,0.1379880870329009,-0.0148930992070038,0.1254067019652502,0.0180536370269126,2023-07-18,4554.97998046875,1.123759627342224,290.1499938964844,295.260009765625,286.010009765625,293.3399963378906,0.0679072223516293,0.1671040879782428,0.1587462726867937,0.042855746595053,0.7256772423790153,0.7441866019691921,0.9539012483628404,276.0922760297756,0.144786167333137,0.0101419064636365,0.0836884230674028,0.0471857678545388,0.0665631938603708,0.0070920669414284,0.0257334925439582,0.0220616830835993,0.0371858102892144,-0.0071159607511033,-0.1005464659890638,-0.1165437346823878,-0.2304655395062802,0.2882143539466461,0.2995535894668183,0.1698779369363791,0.0506921878108788,0.8972050712787474,0.644465793792774,0.5654075034099308,0.4913647432421408,0.5533904073025722
0.4016979545354843,0.9584724485874176,0.879720264673233,0.4100914239883423,-0.027052423,0.5555073860101402,0.35858,-0.0101779323516262,0.223859518596235,0.142710145189166,-0.0253638161842288,0.5303886862742601,0.3488460102277994,-0.0390960142220325,0.4886665968933679,0.3085989482825994,-0.0064691834343885,0.2261814030290375,0.1456284620383381,2023-07-19,4565.72021484375,1.1228890419006348,296.0400085449219,299.2900085449219,289.5199890136719,291.260009765625,0.1187972438112582,0.2846236267726102,0.2527231769846449,0.1217802272109957,0.7040736828277201,0.7532937921716966,0.7961928928112504,279.09107220416763,0.1311068340412621,-0.0071159607511033,0.0684511075734022,0.0306085820707844,0.115613857373944,0.0023551348272334,0.0207047221358021,0.0263870760084454,0.0448000314833727,-0.1024426640636013,-0.0969423668130993,-0.1364491260448508,-0.2554528259048316,0.2913171125723393,0.4074969840051258,0.1780189509022771,0.2102035724878906,0.8410926755750762,0.64775739591474,0.5306830953526995,0.4973766281073419,0.5740550537541298
0.3124379187822342,0.9798615157604218,0.7919881105422973,0.3747152134776115,-0.27070317,0.66148333074525,0.33591,-0.1212129505495189,0.2057232854355294,0.0905592557352781,-0.2637436203954627,0.6466369188271945,0.3312240828639269,-0.1797283444293196,0.5104581949080059,0.3047749728596211,-0.1277791030788885,0.2572637896081617,0.1144142458453774,2023-07-20,4534.8701171875,1.120523452758789,279.5599975585937,280.92999267578125,261.20001220703125,262.8999938964844,0.0583565302070961,0.2380391270985529,0.2118349411127691,0.0812996441248835,0.489915863986414,0.6785662275246253,0.0446306603543051,279.1098899963542,0.0043167854614284,-0.1024426640636013,-0.055487606265741,-0.0505817983401541,-0.006483279983338,-0.006779827396258,0.0054904117499177,0.0275613097880818,0.0343162736997797,-0.0110151996375602,-0.0277296924014329,-0.013710859968989,-0.181697911163754,0.2485241945040302,0.5258383455608596,0.4505668797550892,0.5008723652754555,0.5252816398887253,0.4165675497312757,0.3435623630369093,0.3631230330874044,0.4495564556761662
0.3515328506155619,0.9653165843751697,0.7954944016441465,0.3140302288153814,-0.103300018,0.6072769502517841,0.2458120634920634,-0.050533790978126,0.2090231268343613,0.0890467240230052,-0.1049130501571762,0.5917153806095696,0.2325423570790744,-0.0682951739081847,0.4779540919872164,0.2386645363814868,-0.0436934047367795,0.1846608168023585,0.088915113687132,2023-07-21,4536.33984375,1.113709807395935,268.0,268.0,255.8000030517578,260.0199890136719,0.0825120199597468,0.2397815625104892,0.2161078181535061,0.076627508584237,0.4741434904461251,0.6801939031613575,0.0970334658287724,277.4235754033955,-0.0707598377252746,-0.0110151996375602,-0.078947577419993,-0.0539376837507603,0.0132400329145188,0.0003240420146131,0.0068393859614381,0.0307545645984284,0.0423286037708958,0.0341758851013969,0.0243905778258772,-0.0239755725178483,-0.1878439786358408,0.2253587035644239,0.4749409067033011,0.2688375178017604,0.230827199026376,0.6710827974838147,0.3851994664212097,0.3349942805078461,0.2805779707311704,0.3746235327807106
